store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8139926242460185114,0.0,0.5,2.3465453825,0.0,0.0,0.0
5415949628544298339,0.0,1.9024114741666667,20.47788542388889,0.0,0.0,0.0
3408529570017053440,0.0,0.0,0.0,0.0,0.0,0.0
9055649751952768824,0.0,0.0,0.0,0.0,2.0,13.759950022499998
4428372089193592098,0.0,0.0,0.0,0.0,0.0,0.0
2689959411535120475,0.0,3.0,4.187709653055555,0.0,0.0,19.483505700000002
8297996490922435741,0.0,0.0,0.0,0.0,3.0,24.0
1050565545391667097,0.0,2.0,14.15241370611111,0.0,0.0,0.0
3483930781272060942,0.0,0.0,0.0,0.0,4.404564759166666,29.950700138333332
1740222068509982431,0.0,0.0,0.0,0.0,3.5,26.94768227722222
2859012985063828777,0.0,3.3503720044444445,8.271929696111112,0.0,0.0,3.3131731988888893
3828361964081888905,0.0,0.0,0.0,0.0,2.0,20.0
5789640881970906690,0.0,1.0,4.395255670277778,0.0,2.5,11.2693911875
5723059602183693938,0.0,2.0,16.791113966111112,0.0,0.0,0.0
4378293333107164443,0.0,0.0,0.0,0.0,9.956801350277777,53.30945724916667
8778651700128892847,0.0,0.5,0.5148674391666667,0.0,3.0,18.8439606175
6666934422919388376,0.0,0.0,0.0,0.0,0.0,0.0
6163165919739157695,0.0,0.0,0.0,0.0,0.0,0.0
2190599106298424769,0.0,3.5,15.902867835555554,0.0,0.0,0.0
2225219938220197351,0.0,4.0,27.002508476388886,0.0,0.0,0.0
5925159570709352168,0.0,3.0,23.116840765833334,0.0,0.0,0.0
8175229951397380687,0.0,0.0,0.0,0.0,0.0,0.0
4292660491880158081,0.0,3.0,3.956639824722222,0.0,0.0,20.0
6733800122189753654,0.0,0.0,0.0,0.0,0.0,0.0
7463734423358941330,0.0,0.0,0.0,0.0,0.0,0.0
7622852966095963272,0.0,3.0,17.11862167388889,0.0,0.0,0.0
6160914795278193489,0.0,4.0,27.0,0.0,0.0,0.0
338646328301262317,0.0,0.0,0.0,0.0,3.880302641666667,25.722656680555556
8640972490360190883,0.0,0.0,0.0,0.0,0.0,0.0
9058019541301770690,0.0,0.0,0.0,0.0,0.0,0.0
4381311595575895588,0.0,3.1529893211111113,25.30177175444444,0.0,0.0,0.0
2248905253110987612,0.0,7.031024501944445,15.053419787222225,0.0,0.0,18.91975556444444
7968584600264951543,0.0,3.5,11.969237026111111,0.0,0.0,0.0
1655838063357762151,0.0,0.0,0.0,0.0,4.0,19.453622552500004
2118894053982561987,0.0,0.0,0.0,0.0,0.0,0.0
8471700099357897929,0.0,2.0,16.908425541666666,0.0,0.0,0.0
8372524645314576802,0.0,0.0,0.0,0.0,9.943682575,53.36875841638889
5552924050444994427,0.0,0.0,0.0,0.0,0.0,0.0
6921452823375303736,0.0,2.368851242222222,2.9761987780555557,0.0,1.5,24.5
4529169694434968721,0.0,3.0,3.0,0.0,0.0,19.5
2787020355835455025,0.0,2.0,16.24963319611111,0.0,0.0,0.0
8971475435584615792,0.0,2.0,13.850302519722222,0.0,0.0,0.0
1236888576653956449,0.0,3.8515590625000002,28.25655948222222,0.0,0.0,0.0
2739250325777580694,0.0,0.0,0.0,0.0,0.0,0.0
3114628966267234599,0.0,0.0,0.0,0.0,9.965230339444444,53.29374861722222
2958221658060682960,0.0,2.0,14.159731150555555,0.0,0.0,0.0
7972619999376644068,0.0,0.0,0.0,0.0,0.0,0.0
7786277334741505527,0.0,0.0,0.0,0.0,0.0,0.0
7263129728113095915,0.0,3.922976159722223,12.422976159722223,0.0,0.0,15.649778035555556
1501752248305324318,0.0,0.0,0.0,0.0,3.3827261474999997,20.25031152111112
7959626024093666288,0.0,0.0,0.0,0.0,0.0,0.0
5670977555241596822,0.0,3.0,3.4990150919444445,0.0,0.0,19.5
1801116365065971671,0.0,0.0,0.0,0.0,0.0,0.0
5938218521494275420,0.0,4.0,27.0,0.0,0.0,0.0
7506757311218522218,0.0,0.0,0.0,0.0,0.0,0.0
7902319769656483014,0.0,0.0,0.0,0.0,4.401740144444445,30.27510421638889
5365891606775901565,0.0,0.0,0.0,0.0,0.0,0.0
7731628114272740713,0.0,0.0,0.0,0.0,0.0,0.0
2870952845845047203,0.0,0.0,0.0,0.0,0.0,0.0
4684120169809436364,0.0,3.3282062291666668,7.196259056666666,0.0,0.0,4.2807438425
8910898981588710522,0.0,0.0,0.0,0.0,0.0,0.0
8523889910428063033,0.0,2.0,14.132158271666666,0.0,0.0,0.0
8750493480383302874,0.0,0.0,0.0,0.0,0.0,0.0
8783340632782870568,0.0,0.0,0.0,0.0,0.0,0.0
3547443835360588068,0.0,0.0,0.0,0.0,0.0,0.0
8959583929144879812,0.0,0.0,0.0,0.0,0.0,0.0
2974109706633403181,0.0,0.0,0.0,0.0,2.0,14.080595710555555
9200325206334396031,0.0,0.5,5.059259290833334,0.0,3.0,14.809760810555556
7665740608437227886,0.0,0.0,0.0,0.0,0.0,0.0
5447095752406471819,0.0,0.0,0.0,0.0,0.0,0.0
246505907494256090,0.0,2.0,14.114467715555556,0.0,0.0,0.0
8803894796084290585,0.0,2.0,13.705751419166667,0.0,0.0,0.0
4474327339142902549,0.0,2.0,16.77684950888889,0.0,0.0,0.0
1541695097704177827,0.0,0.0,0.0,0.0,9.966985690833333,53.351406168055554
5168885062800076167,0.0,3.0,3.4573670858333334,0.0,0.0,19.0
8285346587034743878,0.0,0.0,0.0,0.0,0.0,0.0
5181171500058101260,0.0,2.368851242222222,2.9761987780555557,0.0,1.5,24.5
6575266446222613262,0.0,0.0,0.0,0.0,0.0,0.0
1678415024862242015,0.0,3.5,27.43555254361111,0.0,0.0,0.0
9111087628624425255,0.0,0.0,0.0,0.0,9.942716162777778,53.33763870305556
6204284763418530336,0.0,0.0,0.0,0.0,0.0,0.0
3881760078520801429,0.0,3.4698418449999995,9.439418988333333,0.0,0.0,2.4641841233333333
7292116609046500092,0.0,0.0,0.0,0.0,4.0,27.0
4652595129999264905,0.0,2.0,2.0,0.0,0.0,14.984272740833335
4490168262699716549,0.0,0.0,0.0,0.0,0.0,0.0
7250561679095390438,0.0,3.945525023611111,28.23011525833334,0.0,0.0,0.0
27099145190781701,0.0,4.0,18.45633441416667,0.0,0.0,0.0
7700426430210091660,0.0,2.0,2.0,0.0,0.0,14.418818367499998
7689815792422819661,0.0,0.0,0.0,0.0,2.0,18.995842491666668
534942062508143963,0.0,3.0,3.914904268333333,0.0,2.5,30.896208263888887
4186055994645210040,0.0,0.0,0.0,0.0,3.3373661336111113,19.287714629444444
761150016862176214,0.0,0.0,0.0,0.0,4.385408465833334,29.368815875
9007766313027524324,0.0,0.0,0.0,0.0,2.0,18.491428672222224
7131983716943940560,0.0,0.0,0.0,0.0,3.0,23.0
2418585462528908688,0.0,0.0,0.0,0.0,0.0,0.0
2680489839325406534,0.0,3.855471986111111,27.903293300833333,0.0,0.0,0.0
2921770204752359016,0.0,2.0,16.326255215833335,0.0,0.0,0.0
4714225106250340108,0.0,0.0,0.0,0.0,0.0,0.0
8445695079583663910,0.0,3.1314034800000004,24.81852002555556,0.0,0.0,0.0
8238018223692779431,0.0,0.0,0.0,0.0,9.966868508333333,53.317533238611105
2217565331202925858,0.0,0.0,0.0,0.0,0.0,0.0
8445372164064960268,0.0,3.8885542455555555,28.01711836388889,0.0,0.0,0.0
8316894844897055929,0.0,0.5,0.5393753930555556,0.0,3.0,21.128152099444442
3676139268965286790,0.0,4.0,11.47529557138889,0.0,0.0,7.868273405277778
4301772298177454840,0.0,0.0,0.0,0.0,4.958735123333333,28.896091474166667
8281805787549037440,0.0,0.0,0.0,0.0,0.0,0.0
8018186541496678058,0.0,0.0,0.0,0.0,2.5,19.913047268055557
4382118344072425968,0.0,3.4771972808333333,26.603210520277774,0.0,0.0,0.0
6833286636551589412,0.0,0.0,0.0,0.0,0.0,0.0
2599611321049050132,0.0,3.0,3.9124020769444443,0.0,2.5,30.87215910638889
5172683340926528202,0.0,8.891628435000001,52.631983308888884,0.0,0.0,0.0
2444571783856717430,0.0,0.0,0.0,0.0,4.950028632777777,29.627609249722223
464344448013588853,0.0,0.0,0.0,0.0,0.0,0.0
5531489951592523305,0.0,3.5,12.73992826027778,0.0,0.0,0.0
7717660522305873406,0.0,0.0,0.0,0.0,9.944409733055554,53.32874098972222
8442155930538555912,0.0,0.0,0.0,0.0,0.0,0.0
1406152021548527918,0.0,3.448648372777778,24.904746466666666,0.0,0.0,0.32743366166666665
2743917683024367670,0.0,0.0,0.0,0.0,4.383027392222222,30.149699586388888
1263313221864352798,0.0,0.0,0.0,0.0,0.0,0.0
6033078927093216807,0.0,2.0,16.822194625833333,0.0,0.0,0.0
5324764130529948850,0.0,0.0,0.0,0.0,0.0,0.0
5963244290990414105,0.0,0.0,0.0,0.0,4.959269612222221,29.666533649166663
60457724125785585,0.0,0.0,0.0,0.0,0.0,0.0
2485499600567598550,0.0,0.0,0.0,0.0,0.0,0.0
7079274467824786529,0.0,3.4229339533333336,18.74853715083333,0.0,0.0,0.0
1759100766811847016,0.0,0.0,0.0,0.0,0.0,0.0
5953482702228811540,0.0,3.8972102136111113,12.39721021361111,0.0,0.0,15.8310314275
7782135406639936057,0.0,3.8889044605555556,11.888904460555556,0.0,0.0,16.236365788888886
6561703302272808517,0.0,0.0,0.0,0.0,0.0,0.0
2716610122072123243,0.0,0.0,0.0,0.0,0.0,0.0
5347190332832093080,0.0,0.0,0.0,0.0,0.0,0.0
8358338731902291786,0.0,2.5,20.5,0.0,0.0,0.0
7494741768470986869,0.0,4.060811141111111,27.07659289555556,0.0,0.0,0.0
5871369041881192916,0.0,0.0,0.0,0.0,4.603676704166667,28.828373450555553
4093637869733340731,0.0,0.0,0.0,0.0,3.0,22.375463184444445
4944536771765996026,0.0,0.0,0.0,0.0,2.9305842716666666,18.369965968055556
5638448267600207795,0.0,0.0,0.0,0.0,0.0,0.0
6077660293503601866,0.0,3.0285031525,3.1513568933333334,0.0,1.0,24.895418584999998
158406589678859173,0.0,0.0,0.0,0.0,3.933619313888889,28.544951629444444
